+----------------------------------+---------+---------+---------+---------+---------+---------+---------+----------+-------------------------+
|      Word//word combination      | Score 1 | Score 2 | Score 3 | Score 4 | Score 5 | Score 6 | Score 7 | My score | Average sentiment score |
|             акц≥йний             |    2    |    2    |    1    |    1    |    Ч    |    Ч    |    Ч    |    2     |           1,60          |
|             акц≥онер             |    1    |    2    |    1    |    0    |    Ч    |    Ч    |    Ч    |    1     |           1,00          |
|           акц≥онерний            |    0    |    1    |    1    |    0    |    Ч    |    Ч    |    Ч    |    1     |           0,60          |
|              акц≥€               |    1    |    1    |    2    |    2    |    1    |    2    |    1    |    2     |           1,50          |
|             албанець             |    0    |    1    |    0    |    0    |    0    |    0    |    0    |    1     |           0,25          |
|             јлбан≥€              |    0    |    1    |    0    |    0    |    Ч    |    Ч    |    Ч    |    1     |           0,40          |
|            албанський            |    0    |    1    |    0    |    0    |    0    |    0    |    0    |    1     |           0,25          |
|             албанц≥              |    0    |    1    |    0    |    0    |    0    |    0    |    0    |    1     |           0,25          |
|             алгоритм             |    0    |    0    |    0    |    0    |    1    |    1    |    1    |    1     |           0,50          |
|         аліоритм≥чн≥сть          |    0    |    1    |    0    |    1    |    Ч    |    Ч    |    Ч    |    0     |           0,40          |
|             алегор≥€             |    1    |    1    |    1    |    0    |    Ч    |    Ч    |    Ч    |    -1    |           0,40          |
|             алерген              |    -1   |    0    |    -1   |    -1   |    Ч    |    Ч    |    Ч    |    -2    |          -1,00          |
|            алерг≥чний            |    -2   |    -2   |    -1   |    0    |    Ч    |    Ч    |    Ч    |    -2    |          -1,40          |
|             алерг≥€              |    -2   |    -1   |    -2   |    -2   |    -2   |    -1   |    -2   |    -2    |          -1,75          |
|               але€               |    1    |    1    |    0    |    0    |    Ч    |    Ч    |    Ч    |    1     |           0,60          |
|         јле€ √ероњв  рут         |    2    |    2    |    2    |    1    |    Ч    |    Ч    |    Ч    |    0     |           1,40          |
|              јлжир               |    0    |    0    |    0    |    0    |    Ч    |    Ч    |    Ч    |    1     |           0,20          |
|             алжирець             |    0    |    0    |    0    |    0    |    0    |    0    |    0    |    1     |           0,13          |
|            алжирський            |    0    |    0    |    0    |    0    |    0    |    0    |    0    |    1     |           0,13          |
|             алжирц≥              |    0    |    0    |    0    |    0    |    0    |    0    |    0    |    1     |           0,13          |
